name,export_rva,target_rva,target_size,source,status,notes
?d_0000bb10@@YAXXZ,,0x0000BB10,295,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bb10
?d_0000bc40@@YAXXZ,,0x0000BC40,18,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bc40
?d_0000bc60@@YAXXZ,,0x0000BC60,314,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bc60
?d_0000bda0@@YAXXZ,,0x0000BDA0,174,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bda0
?d_0000be50@@YAXXZ,,0x0000BE50,205,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040be50
?d_0000bf20@@YAXXZ,,0x0000BF20,98,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bf20
?d_0000bf90@@YAXXZ,,0x0000BF90,53,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bf90
?d_0000bfd0@@YAXXZ,,0x0000BFD0,48,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040bfd0
?d_0000c000@@YAXXZ,,0x0000C000,277,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040c000
?d_0000c120@@YAXXZ,,0x0000C120,133,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040c120
?d_0000c1b0@@YAXXZ,,0x0000C1B0,382,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040c1b0
?d_0000c390@@YAXXZ,,0x0000C390,116,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040c390
?d_0000d050@@YAXXZ,,0x0000D050,214,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040d050
?d_0000d180@@YAXXZ,,0x0000D180,206,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040d180
?d_0000d460@@YAXXZ,,0x0000D460,216,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040d460
?d_0000d540@@YAXXZ,,0x0000D540,118,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040d540
?d_0000d650@@YAXXZ,,0x0000D650,818,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040d650
?d_0000daa0@@YAXXZ,,0x0000DAA0,277,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040daa0
?d_0000dbc0@@YAXXZ,,0x0000DBC0,103,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040dbc0
?d_0000dc30@@YAXXZ,,0x0000DC30,133,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040dc30
?d_0000dcc0@@YAXXZ,,0x0000DCC0,384,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040dcc0
?d_0000de40@@YAXXZ,,0x0000DE40,91,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040de40
?d_0000dea0@@YAXXZ,,0x0000DEA0,102,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040dea0
?d_0000df10@@YAXXZ,,0x0000DF10,5,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=thunk_FUN_004179b0
?d_0000e960@@YAXXZ,,0x0000E960,53,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040e960
?d_0000e9a0@@YAXXZ,,0x0000E9A0,31,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040e9a0
?d_0000e9c0@@YAXXZ,,0x0000E9C0,106,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040e9c0
?d_0000ea30@@YAXXZ,,0x0000EA30,27,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ea30
?d_0000ea50@@YAXXZ,,0x0000EA50,27,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ea50
?d_0000ea70@@YAXXZ,,0x0000EA70,27,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ea70
?d_0000ea90@@YAXXZ,,0x0000EA90,102,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ea90
?d_0000eb00@@YAXXZ,,0x0000EB00,84,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040eb00
?d_0000eb60@@YAXXZ,,0x0000EB60,371,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040eb60
?d_0000ece0@@YAXXZ,,0x0000ECE0,459,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ece0
?d_0000ef40@@YAXXZ,,0x0000EF40,822,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040ef40
?d_0000f2f0@@YAXXZ,,0x0000F2F0,375,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f2f0
?d_0000f510@@YAXXZ,,0x0000F510,167,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f510
?d_0000f5c0@@YAXXZ,,0x0000F5C0,179,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f5c0
?d_0000f740@@YAXXZ,,0x0000F740,37,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f740
?d_0000f770@@YAXXZ,,0x0000F770,213,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f770
?d_0000f850@@YAXXZ,,0x0000F850,419,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040f850
?d_0000fae0@@YAXXZ,,0x0000FAE0,282,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040fae0
?d_0000fc00@@YAXXZ,,0x0000FC00,184,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_0040fc00
?d_00011230@@YAXXZ,,0x00011230,122,Code/gen_asm/d_0000b550.asm,matched,gen-dump;ghidra=FUN_00411230
?d_000112aa@@YAXXZ,,0x000112AA,2406,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004112aa
?d_00011c30@@YAXXZ,,0x00011C30,95,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00411c30
?d_00011c90@@YAXXZ,,0x00011C90,75,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00411c90
?d_00011ce0@@YAXXZ,,0x00011CE0,49,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00411ce0
?d_00011d20@@YAXXZ,,0x00011D20,261,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00411d20
?d_00011e30@@YAXXZ,,0x00011E30,648,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00411e30
?d_000120c0@@YAXXZ,,0x000120C0,41,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004120c0
?d_000120f0@@YAXXZ,,0x000120F0,96,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004120f0
?d_00012150@@YAXXZ,,0x00012150,57,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00412150
?d_00012190@@YAXXZ,,0x00012190,122,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00412190
?d_0001220a@@YAXXZ,,0x0001220A,2680,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_0041220a
?d_00012ca0@@YAXXZ,,0x00012CA0,99,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00412ca0
?d_00012d10@@YAXXZ,,0x00012D10,232,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00412d10
?d_000130a0@@YAXXZ,,0x000130A0,102,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004130a0
?d_00013110@@YAXXZ,,0x00013110,65,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413110
?d_00013160@@YAXXZ,,0x00013160,241,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413160
?d_00013260@@YAXXZ,,0x00013260,7,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413260
?d_00013270@@YAXXZ,,0x00013270,13,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413270
?d_00013320@@YAXXZ,,0x00013320,60,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413320
?d_00013360@@YAXXZ,,0x00013360,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413360
?d_00013410@@YAXXZ,,0x00013410,15,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413410
?d_00013420@@YAXXZ,,0x00013420,11,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413420
?d_00013430@@YAXXZ,,0x00013430,15,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413430
?d_00013440@@YAXXZ,,0x00013440,11,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413440
?d_00013470@@YAXXZ,,0x00013470,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413470
?d_00013490@@YAXXZ,,0x00013490,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413490
?d_000134b0@@YAXXZ,,0x000134B0,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004134b0
?d_000134d0@@YAXXZ,,0x000134D0,29,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004134d0
?d_000134f0@@YAXXZ,,0x000134F0,39,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004134f0
?d_00013520@@YAXXZ,,0x00013520,15,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413520
?d_00013530@@YAXXZ,,0x00013530,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413530
?d_00013550@@YAXXZ,,0x00013550,15,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413550
?d_00013560@@YAXXZ,,0x00013560,14,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413560
?d_000135a0@@YAXXZ,,0x000135A0,30,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004135a0
?d_00013600@@YAXXZ,,0x00013600,46,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413600
?d_00013930@@YAXXZ,,0x00013930,35,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413930
?d_00013970@@YAXXZ,,0x00013970,180,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413970
?d_00013a30@@YAXXZ,,0x00013A30,154,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413a30
?d_00013b30@@YAXXZ,,0x00013B30,112,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413b30
?d_00013ba0@@YAXXZ,,0x00013BA0,97,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413ba0
?d_00013c10@@YAXXZ,,0x00013C10,264,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413c10
?d_00013eb0@@YAXXZ,,0x00013EB0,86,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413eb0
?d_00013f10@@YAXXZ,,0x00013F10,189,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413f10
?d_00013fd0@@YAXXZ,,0x00013FD0,54,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_00413fd0
?d_000143a0@@YAXXZ,,0x000143A0,35,Code/gen_asm/d_000112aa.asm,matched,gen-dump;ghidra=FUN_004143a0
?zero@ICoord3D@@QAEXXZ,0x00004DCF,0x00004DCF,11,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord3D zero from EA reference
??4ICoord3D@@QAEAAU0@ABU0@@Z,0x0000353A,0x0000353A,18,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord3D aggregate assignment from EA reference
??8ICoord2D@@QBE_NABUICoord2DBase@@@Z,0x00004CAD,0x00004CAD,28,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord2D equality from EA reference
??9ICoord2D@@QBE_NABUICoord2DBase@@@Z,0x00004CC9,0x00004CC9,28,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord2D inequality from EA reference
?length@ICoord3D@@QBEHXZ,0x00004D95,0x00004D95,58,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord3D integer length from EA reference
??6@YAAAVDebug@@AAV0@ABUICoord2DBase@@@Z,0x00005016,0x00005016,70,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord2DBase debug output from EA reference
??6@YAAAVDebug@@AAV0@ABUICoord3D@@@Z,0x00005121,0x00005121,91,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,Open-BFME5 clean C++; ICoord3D debug output from EA reference
?width@IRegion2D@@QBEHXZ,0x00004D4B,0x00004D4B,6,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion2D width from EA reference
?height@IRegion2D@@QBEHXZ,0x00004D51,0x00004D51,7,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion2D height from EA reference
?width@IRegion3D@@QBEHXZ,0x00004E93,0x00004E93,6,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion3D width from EA reference
?height@IRegion3D@@QBEHXZ,0x00004E99,0x00004E99,7,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion3D height from EA reference
?depth@IRegion3D@@QBEHXZ,0x00004EA0,0x00004EA0,7,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion3D depth from EA reference
??8IRegion2D@@QBE_NABU0@@Z,0x00004D58,0x00004D58,44,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion2D equality from EA reference
??9IRegion2D@@QBE_NABU0@@Z,0x00004D84,0x00004D84,17,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; IRegion2D inequality from EA reference
?width@Region3D@@QBEMXZ,0x00004DDA,0x00004DDA,6,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D width from pinned BFME1 source
?height@Region3D@@QBEMXZ,0x00004DE0,0x00004DE0,7,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D height from pinned BFME1 source
?depth@Region3D@@QBEMXZ,0x00004DE7,0x00004DE7,7,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D depth from pinned BFME1 source
?zero@Region3D@@QAEXXZ,0x00004DEE,0x00004DEE,33,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D zero from EA source with SSE2 retail codegen
?isInRegionNoZ@Region3D@@QBE_NPBVCoord3D@@@Z,0x00004E0F,0x00004E0F,55,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D no-Z containment from EA source
?isInRegionWithZ@Region3D@@QBE_NPBVCoord3D@@@Z,0x00004E46,0x00004E46,77,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region3D with-Z containment from EA source
?width@Region2D@@QBEMXZ,0x00004C28,0x00004C28,6,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Region2D width from pinned BFME1 source
?isInside@Region2D@@QBE_NABVCoord2D@@@Z,0x00004C2E,0x00004C2E,55,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; direct Open-BFME-1 Region2D isInside source
?IsExactlyEqualTo@Region2D@@QBE_NABU1@@Z,0x00004C65,0x00004C65,72,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; direct Open-BFME-1 Region2D exact equality source
?expandBy@Region2D@@QAEXABVCoord2D@@@Z,0x00006423,0x00006423,70,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; verbatim Open-BFME-1 Region2D expandBy source
?expandBy@Region3D@@QAEXABVCoord3D@@@Z,0x00006495,0x00006495,103,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; verbatim Open-BFME-1 Region3D expandBy source
??0Region2D@@QAE@ABVCoord2D@@0@Z,0x00004C06,0x00004C06,34,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 Region2D ctor; LineSegment2D export folded alias
??6@YAAAVDebug@@AAV0@ABUIRegion3D@@@Z,0x000051AB,0x000051AB,47,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 IRegion3D Debug streamer
??6@YAAAVDebug@@AAV0@ABVCoord3D@@@Z,0x000050BA,0x000050BA,103,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 Coord3D Debug streamer; RGBColor folded alias
??6@YAAAVDebug@@AAV0@ABURegion3D@@@Z,0x0000517C,0x0000517C,47,Code/Libraries/Source/WWVegas/WWMath/region.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 Region3D Debug streamer
?getAsInt@RGBColor@@QBEHXZ,0x00004EA7,0x00004EA7,56,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 RGBColor getAsInt with BFME2 O1 codegen
?setFromInt@RGBColor@@QAEXH@Z,0x00004EDF,0x00004EDF,76,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 RGBColor setFromInt with BFME2 SSE2 codegen
??8@YA_NABURGBColor@@0@Z,0x00004F2B,0x00004F2B,58,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 RGBColor equality source
??9@YA_NABURGBColor@@0@Z,0x00004F65,0x00004F65,21,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,Open-BFME5 clean C++; Open-BFME-1 RGBColor inequality source
??6@YAAAVDebug@@AAV0@ABURGBAColorReal@@@Z,0x000051DA,0x000051DA,125,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,
??6@YAAAVDebug@@AAV0@ABURGBAColorInt@@@Z,0x00005257,0x00005257,109,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,
??0RGBColorKeyframe@FXParticleSystem@@QAE@XZ,0x00001E67,0x00001E67,24,Code/Libraries/Source/WWVegas/WWMath/color.cpp,matched,
?rad2deg@@YAMM@Z,0x00003524,0x00003524,11,Code/GameEngine/Source/Common/System/Trig.cpp,matched,
?deg2rad@@YAMM@Z,0x0000352F,0x0000352F,11,Code/GameEngine/Source/Common/System/Trig.cpp,matched,
?GetXVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z,0x00004BBF,0x00004BBF,23,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?GetYVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z,0x00004BD6,0x00004BD6,24,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?GetZVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z,0x00004BEE,0x00004BEE,24,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??YICoord2D@@QAEAAU0@ABUICoord2DBase@@@Z,0x00004CE5,0x00004CE5,19,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,
??ZICoord2D@@QAEAAU0@ABUICoord2DBase@@@Z,0x00004CF8,0x00004CF8,19,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,
?MoveBy@ICoord2D@@QAEAAU1@H@Z,0x00004D3D,0x00004D3D,14,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,
??XICoord2D@@QAEAAU0@H@Z,0x00004D0B,0x00004D0B,25,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,
??_0ICoord2D@@QAEAAU0@H@Z,0x00004D24,0x00004D24,25,Code/Libraries/Source/WWVegas/WWMath/icoord.cpp,matched,
?SetMinVect@Coord3D@@QAEAAV1@XZ,0x00003FA8,0x00003FA8,25,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetMaxVect@Coord3D@@QAEAAV1@XZ,0x00003FC1,0x00003FC1,25,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetZAxis@Coord3D@@QAEAAV1@XZ,0x00003F8C,0x00003F8C,28,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetXAxis@Coord3D@@QAEAAV1@XZ,0x00003F54,0x00003F54,28,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetYAxis@Coord3D@@QAEAAV1@XZ,0x00003F70,0x00003F70,28,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetZero@Coord3D@@QAEAAV1@XZ,0x00003FDA,0x00003FDA,20,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Add2D@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z,0x00003E04,0x00003E04,40,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Sub2D@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z,0x00003E2C,0x00003E2C,40,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Scale2D@Coord3D@@QAEAAV1@ABUCoord3DBase@@M@Z,0x00003E54,0x00003E54,39,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Add@Coord3D@@QAEAAV1@ABVCoord2D@@ABUCoord3DBase@@@Z,0x00003E7B,0x00003E7B,46,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Add@Coord3D@@QAEAAV1@ABUCoord3DBase@@ABVCoord2D@@@Z,0x00003EA9,0x00003EA9,46,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Sub@Coord3D@@QAEAAV1@ABVCoord2D@@ABUCoord3DBase@@@Z,0x00003ED7,0x00003ED7,53,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Sub@Coord3D@@QAEAAV1@ABUCoord3DBase@@ABVCoord2D@@@Z,0x00003F0C,0x00003F0C,46,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Set2D@Coord3D@@QAEAAV1@MM@Z,0x00003F3A,0x00003F3A,26,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?GetLengthSqrd2D@Coord3D@@QBEMXZ,0x000059BF,0x000059BF,20,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?GetLengthSqrd@Coord3D@@QBEMXZ,0x00005A51,0x00005A51,31,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?GetLength2D@Coord3D@@QBEMXZ,0x0000599F,0x0000599F,32,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?GetLength@Coord3D@@QBEMXZ,0x00005A26,0x00005A26,43,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Normalize2D@Coord3D@@QAEMXZ,0x00005AB2,0x00005AB2,53,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Normalize@Coord3D@@QAEMXZ,0x00005A70,0x00005A70,66,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??0Coord3D@@QAE@HHH@Z,0x0000354C,0x0000354C,37,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?set@Coord3D@@QAEXMMM@Z,0x000036AE,0x000036AE,35,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?sub@Coord3D@@QAEXPBUCoord3DBase@@@Z,0x0000367D,0x0000367D,49,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??DCoord3D@@QBEMABUCoord3DBase@@@Z,0x00003C42,0x00003C42,27,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Add@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z,0x00003D04,0x00003D04,55,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Sub@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z,0x00003D3B,0x00003D3B,55,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Scale@Coord3D@@QAEAAV1@ABUCoord3DBase@@M@Z,0x00003DA5,0x00003DA5,55,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Negate@Coord3D@@QAEAAV1@XZ,0x00003DDC,0x00003DDC,40,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?crossProduct@Coord3D@@SAXPBV1@0PAV1@@Z,0x0000360C,0x0000360C,95,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?length@Coord3D@@QBEMXZ,0x00003571,0x00003571,69,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??DCoord3D@@QBEMABVCoord2D@@@Z,0x00003C5D,0x00003C5D,19,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??0Coord3D@@QAE@ABVCoord2D@@@Z,0x00003AB3,0x00003AB3,27,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?Scale2D@Coord3D@@QAEAAV1@M@Z,0x00003867,0x00003867,35,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??YCoord3D@@QAEAAV0@ABVCoord2D@@@Z,0x000038B3,0x000038B3,36,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??ZCoord3D@@QAEAAV0@ABVCoord2D@@@Z,0x000038D7,0x000038D7,36,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??YCoord3D@@QAEAAV0@ABUCoord3DBase@@@Z,0x00003CD1,0x00003CD1,51,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??8Coord3D@@QBE_NABV0@@Z,0x00003702,0x00003702,57,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?SetZero@Coord2D@@QAEAAV1@XZ,0x00003AA4,0x00003AA4,15,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?Scale@Coord3D@@QAEAAV1@M@Z,0x00003D72,0x00003D72,51,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?zero@Coord3D@@QAEXXZ,0x0000366B,0x0000366B,18,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
?normalize@Coord3D@@QAEXXZ,0x000035B6,0x000035B6,86,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
